ENSMUSG00000033970	ENSMUST00000038131	ENSMUSP00000039621	ENSRNOG00000001088	ENSRNOT00000001444	ENSRNOP00000001444
ENSMUSG00000072720	ENSMUST00000086617	ENSMUSP00000083810	ENSRNOG00000048430	ENSRNOT00000070961	ENSRNOP00000065213
ENSMUSG00000044296	ENSMUST00000109134	ENSMUSP00000104762	ENSRNOG00000030517	ENSRNOT00000030035	ENSRNOP00000036773
ENSMUSG00000022503	ENSMUST00000023146	ENSMUSP00000023146	ENSRNOG00000002574	ENSRNOT00000003479	ENSRNOP00000003479
ENSMUSG00000029166	ENSMUST00000031058	ENSMUSP00000031058	ENSRNOG00000008961	ENSRNOT00000011874	ENSRNOP00000011877
ENSMUSG00000021099	ENSMUST00000021519	ENSMUSP00000021519	ENSRNOG00000006296	ENSRNOT00000008880	ENSRNOP00000008880
ENSMUSG00000029621	ENSMUST00000031625	ENSMUSP00000031625	ENSRNOG00000000996	ENSRNOT00000001319	ENSRNOP00000001319
ENSMUSG00000030231	ENSMUST00000087622	ENSMUSP00000084904	ENSRNOG00000008747	ENSRNOT00000042291	ENSRNOP00000047573
ENSMUSG00000028229	ENSMUST00000029888	ENSMUSP00000029888	ENSRNOG00000025145	ENSRNOT00000092054	ENSRNOP00000071718
ENSMUSG00000031153	ENSMUST00000115675	ENSMUSP00000111339	ENSRNOG00000009071	ENSRNOT00000012646	ENSRNOP00000012646
ENSMUSG00000035606	ENSMUST00000039390	ENSMUSP00000036032	ENSRNOG00000008210	ENSRNOT00000010992	ENSRNOP00000010992
ENSMUSG00000034683	ENSMUST00000090760	ENSMUSP00000088265	ENSRNOG00000024990	ENSRNOT00000034769	ENSRNOP00000035714
ENSMUSG00000055053	ENSMUST00000020461	ENSMUSP00000020461	ENSRNOG00000004505	ENSRNOT00000006168	ENSRNOP00000006168
ENSMUSG00000030120	ENSMUST00000180095	ENSMUSP00000135920	ENSRNOG00000016589	ENSRNOT00000088622	ENSRNOP00000074799
ENSMUSG00000037415	ENSMUST00000041400	ENSMUSP00000040045	ENSRNOG00000018000	ENSRNOT00000024891	ENSRNOP00000024891
ENSMUSG00000009555	ENSMUST00000009699	ENSMUSP00000009699	ENSRNOG00000022586	ENSRNOT00000032893	ENSRNOP00000037778
ENSMUSG00000028159	ENSMUST00000029806	ENSMUSP00000029806	ENSRNOG00000010575	ENSRNOT00000014139	ENSRNOP00000014139
ENSMUSG00000000957	ENSMUST00000089688	ENSMUSP00000087119	ENSRNOG00000010947	ENSRNOT00000075610	ENSRNOP00000065434
ENSMUSG00000041058	ENSMUST00000108246	ENSMUSP00000103881	ENSRNOG00000006328	ENSRNOT00000009047	ENSRNOP00000009047
ENSMUSG00000067071	ENSMUST00000086851	ENSMUSP00000084062	ENSRNOG00000020194	ENSRNOT00000066346	ENSRNOP00000063598
ENSMUSG00000016510	ENSMUST00000016654	ENSMUSP00000016654	ENSRNOG00000047329	ENSRNOT00000075162	ENSRNOP00000066295
ENSMUSG00000050908	ENSMUST00000051118	ENSMUSP00000052922	ENSRNOG00000025545	ENSRNOT00000029359	ENSRNOP00000035280
ENSMUSG00000052229	ENSMUST00000064016	ENSMUSP00000063670	ENSRNOG00000025745	ENSRNOT00000036537	ENSRNOP00000032046
ENSMUSG00000034785	ENSMUST00000126291	ENSMUSP00000114807	ENSRNOG00000061237	ENSRNOT00000091521	ENSRNOP00000070330
ENSMUSG00000028864	ENSMUST00000196645	ENSMUSP00000142517	ENSRNOG00000007027	ENSRNOT00000009763	ENSRNOP00000009764
ENSMUSG00000030917	ENSMUST00000118737	ENSMUSP00000114085	ENSRNOG00000048250	ENSRNOT00000075003	ENSRNOP00000065085
ENSMUSG00000039523	ENSMUST00000047497	ENSMUSP00000040762	ENSRNOG00000025000	ENSRNOT00000031138	ENSRNOP00000034972
ENSMUSG00000014609	ENSMUST00000102556	ENSMUSP00000099616	ENSRNOG00000003777	ENSRNOT00000005050	ENSRNOP00000005050
ENSMUSG00000007872	ENSMUST00000008016	ENSMUSP00000008016	ENSRNOG00000026124	ENSRNOT00000035788	ENSRNOP00000035270
ENSMUSG00000014453	ENSMUST00000014597	ENSMUSP00000014597	ENSRNOG00000010798	ENSRNOT00000015021	ENSRNOP00000015021
ENSMUSG00000026565	ENSMUST00000184643	ENSMUSP00000138962	ENSRNOG00000003581	ENSRNOT00000047488	ENSRNOP00000044416
ENSMUSG00000051732	ENSMUST00000063219	ENSMUSP00000066639	ENSRNOG00000014527	ENSRNOT00000019467	ENSRNOP00000019468
ENSMUSG00000037605	ENSMUST00000117253	ENSMUSP00000112470	ENSRNOG00000030149	ENSRNOT00000044659	ENSRNOP00000045365
ENSMUSG00000032860	ENSMUST00000207049	ENSMUSP00000146923	ENSRNOG00000019283	ENSRNOT00000026115	ENSRNOP00000026115
ENSMUSG00000025997	ENSMUST00000027146	ENSMUSP00000027146	ENSRNOG00000027430	ENSRNOT00000087779	ENSRNOP00000069412
ENSMUSG00000026870	ENSMUST00000184164	ENSMUSP00000144477	ENSRNOG00000018832	ENSRNOT00000025501	ENSRNOP00000025501
ENSMUSG00000034913	ENSMUST00000035243	ENSMUSP00000046259	ENSRNOG00000047413	ENSRNOT00000072138	ENSRNOP00000066296
ENSMUSG00000029883	ENSMUST00000031935	ENSMUSP00000031935	ENSRNOG00000028989	ENSRNOT00000048779	ENSRNOP00000041980
ENSMUSG00000000617	ENSMUST00000000631	ENSMUSP00000000631	ENSRNOG00000000233	ENSRNOT00000000249	ENSRNOP00000000249
ENSMUSG00000053436	ENSMUST00000233811	ENSMUSP00000156603	ENSRNOG00000000513	ENSRNOT00000000617	ENSRNOP00000000617
ENSMUSG00000021365	ENSMUST00000021794	ENSMUSP00000021794	ENSRNOG00000014548	ENSRNOT00000078310	ENSRNOP00000071096
ENSMUSG00000047678	ENSMUST00000053659	ENSMUSP00000062535	ENSRNOG00000039762	ENSRNOT00000060992	ENSRNOP00000057711
ENSMUSG00000029415	ENSMUST00000201143	ENSMUSP00000144446	ENSRNOG00000022229	ENSRNOT00000030222	ENSRNOP00000035588
ENSMUSG00000025531	ENSMUST00000026607	ENSMUSP00000026607	ENSRNOG00000000161	ENSRNOT00000000174	ENSRNOP00000000174
ENSMUSG00000078671	ENSMUST00000169922	ENSMUSP00000126352	ENSRNOG00000012716	ENSRNOT00000090149	ENSRNOP00000075309
ENSMUSG00000014771	ENSMUST00000054450	ENSMUSP00000052523	ENSRNOG00000001490	ENSRNOT00000002040	ENSRNOP00000002040
ENSMUSG00000020583	ENSMUST00000020899	ENSMUSP00000020899	ENSRNOG00000056141	ENSRNOT00000084212	ENSRNOP00000070640
ENSMUSG00000026869	ENSMUST00000028225	ENSMUSP00000028225	ENSRNOG00000018809	ENSRNOT00000025433	ENSRNOP00000025433
ENSMUSG00000055866	ENSMUST00000069620	ENSMUSP00000066620	ENSRNOG00000020254	ENSRNOT00000027506	ENSRNOP00000027507
ENSMUSG00000042590	ENSMUST00000186033	ENSMUSP00000140046	ENSRNOG00000039717	ENSRNOT00000072212	ENSRNOP00000065744
ENSMUSG00000019785	ENSMUST00000019920	ENSMUSP00000019920	ENSRNOG00000012122	ENSRNOT00000092830	ENSRNOP00000075964
ENSMUSG00000027806	ENSMUST00000196049	ENSMUSP00000143214	ENSRNOG00000038044	ENSRNOT00000015119	ENSRNOP00000062527
ENSMUSG00000019828	ENSMUST00000105561	ENSMUSP00000101190	ENSRNOG00000014290	ENSRNOT00000019319	ENSRNOP00000019319
ENSMUSG00000017144	ENSMUST00000017288	ENSMUSP00000017288	ENSRNOG00000004624	ENSRNOT00000006111	ENSRNOP00000006111
ENSMUSG00000033170	ENSMUST00000164826	ENSMUSP00000129513	ENSRNOG00000008401	ENSRNOT00000011215	ENSRNOP00000011215
ENSMUSG00000014767	ENSMUST00000117593	ENSMUSP00000112794	ENSRNOG00000001489	ENSRNOT00000002038	ENSRNOP00000002038
ENSMUSG00000019235	ENSMUST00000221972	ENSMUSP00000152336	ENSRNOG00000005530	ENSRNOT00000007350	ENSRNOP00000007350
ENSMUSG00000026211	ENSMUST00000113567	ENSMUSP00000109197	ENSRNOG00000015346	ENSRNOT00000020673	ENSRNOP00000020673
ENSMUSG00000008734	ENSMUST00000008878	ENSMUSP00000008878	ENSRNOG00000016013	ENSRNOT00000082192	ENSRNOP00000072971
ENSMUSG00000025612	ENSMUST00000026703	ENSMUSP00000026703	ENSRNOG00000001582	ENSRNOT00000083275	ENSRNOP00000071976
ENSMUSG00000079466	ENSMUST00000113470	ENSMUSP00000109098	ENSRNOG00000009218	ENSRNOT00000012234	ENSRNOP00000012234
ENSMUSG00000029012	ENSMUST00000030872	ENSMUSP00000030872	ENSRNOG00000011519	ENSRNOT00000090600	ENSRNOP00000073770
ENSMUSG00000050377	ENSMUST00000223819	ENSMUSP00000152979	ENSRNOG00000042080	ENSRNOT00000073469	ENSRNOP00000064338
ENSMUSG00000020429	ENSMUST00000020704	ENSMUSP00000020704	ENSRNOG00000058780	ENSRNOT00000077177	ENSRNOP00000069247
ENSMUSG00000010047	ENSMUST00000195752	ENSMUSP00000141280	ENSRNOG00000031420	ENSRNOT00000081353	ENSRNOP00000075204
ENSMUSG00000045731	ENSMUST00000059339	ENSMUSP00000054210	ENSRNOG00000014231	ENSRNOT00000019117	ENSRNOP00000019117
ENSMUSG00000072944	ENSMUST00000101212	ENSMUSP00000098772	ENSRNOG00000057753	ENSRNOT00000088979	ENSRNOP00000075626
ENSMUSG00000024516	ENSMUST00000153193	ENSMUSP00000122547	ENSRNOG00000017036	ENSRNOT00000022958	ENSRNOP00000022958
ENSMUSG00000054792	ENSMUST00000068025	ENSMUSP00000069674	ENSRNOG00000020880	ENSRNOT00000056141	ENSRNOP00000052988
ENSMUSG00000007041	ENSMUST00000007257	ENSMUSP00000007257	ENSRNOG00000029682	ENSRNOT00000068435	ENSRNOP00000060240
ENSMUSG00000002881	ENSMUST00000186764	ENSMUSP00000141191	ENSRNOG00000012959	ENSRNOT00000017813	ENSRNOP00000017813
ENSMUSG00000042567	ENSMUST00000112631	ENSMUSP00000108250	ENSRNOG00000005883	ENSRNOT00000030991	ENSRNOP00000031133
ENSMUSG00000046985	ENSMUST00000055128	ENSMUSP00000062110	ENSRNOG00000003174	ENSRNOT00000004274	ENSRNOP00000004274
ENSMUSG00000036862	ENSMUST00000078482	ENSMUSP00000077574	ENSRNOG00000031643	ENSRNOT00000042865	ENSRNOP00000040147
ENSMUSG00000061360	ENSMUST00000023117	ENSMUSP00000023117	ENSRNOG00000024170	ENSRNOT00000005837	ENSRNOP00000005837
ENSMUSG00000010054	ENSMUST00000010198	ENSMUSP00000010198	ENSRNOG00000021528	ENSRNOT00000036556	ENSRNOP00000031045
ENSMUSG00000019124	ENSMUST00000019268	ENSMUSP00000019268	ENSRNOG00000009636	ENSRNOT00000013088	ENSRNOP00000013088
ENSMUSG00000007080	ENSMUST00000007296	ENSMUSP00000007296	ENSRNOG00000037449	ENSRNOT00000067453	ENSRNOP00000058920
ENSMUSG00000072244	ENSMUST00000098180	ENSMUSP00000095782	ENSRNOG00000017147	ENSRNOT00000023043	ENSRNOP00000023043
ENSMUSG00000010067	ENSMUST00000093786	ENSMUSP00000091301	ENSRNOG00000021548	ENSRNOT00000037375	ENSRNOP00000030024
ENSMUSG00000022682	ENSMUST00000023363	ENSMUSP00000023363	ENSRNOG00000003326	ENSRNOT00000082082	ENSRNOP00000074735
ENSMUSG00000034329	ENSMUST00000044423	ENSMUSP00000043108	ENSRNOG00000059997	ENSRNOT00000091172	ENSRNOP00000072934
ENSMUSG00000004633	ENSMUST00000046856	ENSMUSP00000035908	ENSRNOG00000009411	ENSRNOT00000084256	ENSRNOP00000070229
ENSMUSG00000030879	ENSMUST00000176498	ENSMUSP00000148082	ENSRNOG00000019497	ENSRNOT00000050562	ENSRNOP00000045007
ENSMUSG00000029678	ENSMUST00000031689	ENSMUSP00000031689	ENSRNOG00000039466	ENSRNOT00000060478	ENSRNOP00000057222
ENSMUSG00000031776	ENSMUST00000034228	ENSMUSP00000034228	ENSRNOG00000016991	ENSRNOT00000079523	ENSRNOP00000073507
ENSMUSG00000066720	ENSMUST00000085989	ENSMUSP00000093236	ENSRNOG00000003654	ENSRNOT00000004848	ENSRNOP00000004848
ENSMUSG00000025722	ENSMUST00000026816	ENSMUSP00000026816	ENSRNOG00000010664	ENSRNOT00000032294	ENSRNOP00000029102
ENSMUSG00000020528	ENSMUST00000004955	ENSMUSP00000004955	ENSRNOG00000002724	ENSRNOT00000003697	ENSRNOP00000003697
ENSMUSG00000029422	ENSMUST00000050827	ENSMUSP00000050563	ENSRNOG00000001238	ENSRNOT00000087905	ENSRNOP00000070981
ENSMUSG00000051056	ENSMUST00000219644	ENSMUSP00000151323	ENSRNOG00000006478	ENSRNOT00000008469	ENSRNOP00000008469
ENSMUSG00000001334	ENSMUST00000102600	ENSMUSP00000099660	ENSRNOG00000030238	ENSRNOT00000047152	ENSRNOP00000048830
ENSMUSG00000001833	ENSMUST00000165594	ENSMUSP00000127641	ENSRNOG00000006545	ENSRNOT00000063967	ENSRNOP00000059464
ENSMUSG00000010825	ENSMUST00000110733	ENSMUSP00000106361	ENSRNOG00000030927	ENSRNOT00000044378	ENSRNOP00000039762
ENSMUSG00000048022	ENSMUST00000127247	ENSMUSP00000116234	ENSRNOG00000039464	ENSRNOT00000060476	ENSRNOP00000057220
ENSMUSG00000061259	ENSMUST00000031175	ENSMUSP00000031175	ENSRNOG00000055991	ENSRNOT00000088552	ENSRNOP00000073795
ENSMUSG00000012428	ENSMUST00000115421	ENSMUSP00000111081	ENSRNOG00000008602	ENSRNOT00000011432	ENSRNOP00000011432
ENSMUSG00000043085	ENSMUST00000143154	ENSMUSP00000120973	ENSRNOG00000011970	ENSRNOT00000016176	ENSRNOP00000016176
ENSMUSG00000004054	ENSMUST00000235891	ENSMUSP00000158463	ENSRNOG00000020773	ENSRNOT00000028185	ENSRNOP00000028185
ENSMUSG00000020330	ENSMUST00000020579	ENSMUSP00000020579	ENSRNOG00000059894	ENSRNOT00000085499	ENSRNOP00000070444
ENSMUSG00000032763	ENSMUST00000105384	ENSMUSP00000101023	ENSRNOG00000028512	ENSRNOT00000039852	ENSRNOP00000036958
ENSMUSG00000029417	ENSMUST00000113093	ENSMUSP00000108716	ENSRNOG00000022242	ENSRNOT00000003082	ENSRNOP00000003627
ENSMUSG00000031508	ENSMUST00000210530	ENSMUSP00000147908	ENSRNOG00000013618	ENSRNOT00000018870	ENSRNOP00000018870
ENSMUSG00000024740	ENSMUST00000025649	ENSMUSP00000025649	ENSRNOG00000020715	ENSRNOT00000028188	ENSRNOP00000028188
ENSMUSG00000021071	ENSMUST00000110522	ENSMUSP00000106151	ENSRNOG00000007031	ENSRNOT00000009560	ENSRNOP00000009559
ENSMUSG00000003581	ENSMUST00000003677	ENSMUSP00000003677	ENSRNOG00000004940	ENSRNOT00000006827	ENSRNOP00000006827
ENSMUSG00000041870	ENSMUST00000102578	ENSMUSP00000099638	ENSRNOG00000001204	ENSRNOT00000001595	ENSRNOP00000001595
ENSMUSG00000021815	ENSMUST00000022353	ENSMUSP00000022353	ENSRNOG00000007632	ENSRNOT00000010178	ENSRNOP00000010179
ENSMUSG00000107283	ENSMUST00000154241	ENSMUSP00000115292	ENSRNOG00000049430	ENSRNOT00000034207	ENSRNOP00000037647
ENSMUSG00000034297	ENSMUST00000043624	ENSMUSP00000044268	ENSRNOG00000003679	ENSRNOT00000035280	ENSRNOP00000032864
ENSMUSG00000037784	ENSMUST00000112885	ENSMUSP00000108506	ENSRNOG00000014746	ENSRNOT00000090299	ENSRNOP00000074346
ENSMUSG00000030782	ENSMUST00000164710	ENSMUSP00000130964	ENSRNOG00000019965	ENSRNOT00000054980	ENSRNOP00000051863
ENSMUSG00000051703	ENSMUST00000113575	ENSMUSP00000109205	ENSRNOG00000020061	ENSRNOT00000027208	ENSRNOP00000027208
ENSMUSG00000002257	ENSMUST00000002327	ENSMUSP00000002327	ENSRNOG00000000502	ENSRNOT00000000597	ENSRNOP00000000597
ENSMUSG00000039904	ENSMUST00000200812	ENSMUSP00000144683	ENSRNOG00000002524	ENSRNOT00000003593	ENSRNOP00000003593
ENSMUSG00000059668	ENSMUST00000023797	ENSMUSP00000023797	ENSRNOG00000032332	ENSRNOT00000012943	ENSRNOP00000012943
ENSMUSG00000038644	ENSMUST00000049343	ENSMUSP00000039776	ENSRNOG00000019681	ENSRNOT00000026797	ENSRNOP00000026797
ENSMUSG00000054874	ENSMUST00000113615	ENSMUSP00000109245	ENSRNOG00000020742	ENSRNOT00000064136	ENSRNOP00000059738
ENSMUSG00000029528	ENSMUST00000086523	ENSMUSP00000083709	ENSRNOG00000001149	ENSRNOT00000047466	ENSRNOP00000043928
ENSMUSG00000036466	ENSMUST00000068967	ENSMUSP00000065353	ENSRNOG00000010634	ENSRNOT00000050649	ENSRNOP00000044316
ENSMUSG00000037005	ENSMUST00000077775	ENSMUSP00000076951	ENSRNOG00000004009	ENSRNOT00000005604	ENSRNOP00000005604
ENSMUSG00000032997	ENSMUST00000094818	ENSMUSP00000092412	ENSRNOG00000020038	ENSRNOT00000027165	ENSRNOP00000027165
ENSMUSG00000042641	ENSMUST00000238926	ENSMUSP00000159120	ENSRNOG00000026952	ENSRNOT00000029773	ENSRNOP00000030169
ENSMUSG00000003161	ENSMUST00000088786	ENSMUSP00000086165	ENSRNOG00000049780	ENSRNOT00000073790	ENSRNOP00000066499
ENSMUSG00000070291	ENSMUST00000113367	ENSMUSP00000108994	ENSRNOG00000050868	ENSRNOT00000072933	ENSRNOP00000066094
ENSMUSG00000006941	ENSMUST00000217553	ENSMUSP00000149825	ENSRNOG00000018848	ENSRNOT00000025615	ENSRNOP00000025615
ENSMUSG00000034893	ENSMUST00000049168	ENSMUSP00000045016	ENSRNOG00000000155	ENSRNOT00000000168	ENSRNOP00000000168
ENSMUSG00000085957	ENSMUST00000149604	ENSMUSP00000116437	ENSRNOG00000050672	ENSRNOT00000074788	ENSRNOP00000067387
ENSMUSG00000063146	ENSMUST00000100647	ENSMUSP00000098212	ENSRNOG00000021611	ENSRNOT00000033200	ENSRNOP00000035734
ENSMUSG00000049488	ENSMUST00000131145	ENSMUSP00000115154	ENSRNOG00000016187	ENSRNOT00000021839	ENSRNOP00000021839
ENSMUSG00000053730	ENSMUST00000125445	ENSMUSP00000121505	ENSRNOG00000023746	ENSRNOT00000032558	ENSRNOP00000032295
ENSMUSG00000034006	ENSMUST00000131780	ENSMUSP00000117166	ENSRNOG00000059215	ENSRNOT00000089389	ENSRNOP00000074262
ENSMUSG00000028282	ENSMUST00000029950	ENSMUSP00000029950	ENSRNOG00000006487	ENSRNOT00000009228	ENSRNOP00000009227
ENSMUSG00000042557	ENSMUST00000167715	ENSMUSP00000130641	ENSRNOG00000032254	ENSRNOT00000089557	ENSRNOP00000072640
ENSMUSG00000018068	ENSMUST00000018212	ENSMUSP00000018212	ENSRNOG00000003576	ENSRNOT00000075843	ENSRNOP00000067968
ENSMUSG00000024666	ENSMUST00000236099	ENSMUSP00000157715	ENSRNOG00000020693	ENSRNOT00000028092	ENSRNOP00000028092
ENSMUSG00000028832	ENSMUST00000030636	ENSMUSP00000030636	ENSRNOG00000016810	ENSRNOT00000022574	ENSRNOP00000022574
ENSMUSG00000041890	ENSMUST00000086564	ENSMUSP00000083754	ENSRNOG00000001190	ENSRNOT00000045946	ENSRNOP00000048331
ENSMUSG00000031163	ENSMUST00000033503	ENSMUSP00000033503	ENSRNOG00000039571	ENSRNOT00000008648	ENSRNOP00000008648
ENSMUSG00000087075	ENSMUST00000150384	ENSMUSP00000128648	ENSRNOG00000043137	ENSRNOT00000066715	ENSRNOP00000062808
ENSMUSG00000057342	ENSMUST00000107737	ENSMUSP00000103366	ENSRNOG00000021032	ENSRNOT00000028549	ENSRNOP00000028549
ENSMUSG00000022211	ENSMUST00000076236	ENSMUSP00000075587	ENSRNOG00000025518	ENSRNOT00000032252	ENSRNOP00000036263
ENSMUSG00000034371	ENSMUST00000237788	ENSMUSP00000158115	ENSRNOG00000020704	ENSRNOT00000028102	ENSRNOP00000028102
ENSMUSG00000035095	ENSMUST00000121288	ENSMUSP00000113962	ENSRNOG00000011316	ENSRNOT00000015055	ENSRNOP00000015055
ENSMUSG00000061397	ENSMUST00000023799	ENSMUSP00000023799	ENSRNOG00000058340	ENSRNOT00000081518	ENSRNOP00000069765
ENSMUSG00000059013	ENSMUST00000074248	ENSMUSP00000073866	ENSRNOG00000054560	ENSRNOT00000087762	ENSRNOP00000070659
ENSMUSG00000026278	ENSMUST00000027499	ENSMUSP00000027499	ENSRNOG00000018214	ENSRNOT00000024695	ENSRNOP00000024693
ENSMUSG00000105504	ENSMUST00000198803		ENSRNOG00000032240	ENSRNOT00000037339	ENSRNOP00000033376
ENSMUSG00000008090	ENSMUST00000013633	ENSMUSP00000013633	ENSRNOG00000024207	ENSRNOT00000000037	ENSRNOP00000000037
ENSMUSG00000022053	ENSMUST00000022637	ENSMUSP00000022637	ENSRNOG00000011548	ENSRNOT00000016568	ENSRNOP00000016568
ENSMUSG00000020241	ENSMUST00000001181	ENSMUSP00000001181	ENSRNOG00000001254	ENSRNOT00000001695	ENSRNOP00000001695
ENSMUSG00000029452	ENSMUST00000111795	ENSMUSP00000144614	ENSRNOG00000027480	ENSRNOT00000067503	ENSRNOP00000063208
ENSMUSG00000020069	ENSMUST00000020263	ENSMUSP00000020263	ENSRNOG00000048193	ENSRNOT00000077525	ENSRNOP00000069405
ENSMUSG00000059070	ENSMUST00000210640	ENSMUSP00000147816	ENSRNOG00000021035	ENSRNOT00000028555	ENSRNOP00000028555
ENSMUSG00000031446	ENSMUST00000016680	ENSMUSP00000016680	ENSRNOG00000019649	ENSRNOT00000026653	ENSRNOP00000026653
ENSMUSG00000004791	ENSMUST00000223220	ENSMUSP00000152165	ENSRNOG00000005650	ENSRNOT00000007790	ENSRNOP00000007790
ENSMUSG00000068856	ENSMUST00000076372	ENSMUSP00000075709	ENSRNOG00000021181	ENSRNOT00000028758	ENSRNOP00000028758
ENSMUSG00000045934	ENSMUST00000054356	ENSMUSP00000062341	ENSRNOG00000021176	ENSRNOT00000056262	ENSRNOP00000053101
ENSMUSG00000030433	ENSMUST00000183170	ENSMUSP00000138187	ENSRNOG00000038625	ENSRNOT00000058956	ENSRNOP00000055736
ENSMUSG00000040620	ENSMUST00000108527	ENSMUSP00000104167	ENSRNOG00000007054	ENSRNOT00000009468	ENSRNOP00000009468
ENSMUSG00000022201	ENSMUST00000122941	ENSMUSP00000118911	ENSRNOG00000011627	ENSRNOT00000016196	ENSRNOP00000016196
ENSMUSG00000086040	ENSMUST00000132855	ENSMUSP00000120240	ENSRNOG00000009571	ENSRNOT00000074054	ENSRNOP00000064597
ENSMUSG00000050966	ENSMUST00000051674	ENSMUSP00000050488	ENSRNOG00000060320	ENSRNOT00000077165	ENSRNOP00000071200
ENSMUSG00000027742	ENSMUST00000036665	ENSMUSP00000048603	ENSRNOG00000013660	ENSRNOT00000018385	ENSRNOP00000018385
ENSMUSG00000034445	ENSMUST00000168445	ENSMUSP00000130680	ENSRNOG00000020702	ENSRNOT00000028094	ENSRNOP00000028094
ENSMUSG00000021374	ENSMUST00000021803	ENSMUSP00000021803	ENSRNOG00000001456	ENSRNOT00000001979	ENSRNOP00000001979
ENSMUSG00000007039	ENSMUST00000007255	ENSMUSP00000007255	ENSRNOG00000000842	ENSRNOT00000001118	ENSRNOP00000001118
ENSMUSG00000021694	ENSMUST00000054835	ENSMUSP00000059211	ENSRNOG00000009968	ENSRNOT00000013598	ENSRNOP00000013598
ENSMUSG00000035279	ENSMUST00000057612	ENSMUSP00000052126	ENSRNOG00000016687	ENSRNOT00000022480	ENSRNOP00000022480
ENSMUSG00000040253	ENSMUST00000171263	ENSMUSP00000132970	ENSRNOG00000029191	ENSRNOT00000037181	ENSRNOP00000032768
ENSMUSG00000033760	ENSMUST00000235278	ENSMUSP00000157500	ENSRNOG00000061795	ENSRNOT00000084410	ENSRNOP00000071527
ENSMUSG00000027108	ENSMUST00000028517	ENSMUSP00000028517	ENSRNOG00000019047	ENSRNOT00000026040	ENSRNOP00000026040
ENSMUSG00000079262	ENSMUST00000111827	ENSMUSP00000107458	ENSRNOG00000030894	ENSRNOT00000048367	ENSRNOP00000039792
ENSMUSG00000059824	ENSMUST00000080885	ENSMUSP00000079693	ENSRNOG00000021027	ENSRNOT00000028546	ENSRNOP00000028547
ENSMUSG00000032344	ENSMUST00000070742	ENSMUSP00000063331	ENSRNOG00000046191	ENSRNOT00000081544	ENSRNOP00000069428
ENSMUSG00000040740	ENSMUST00000038661	ENSMUSP00000039188	ENSRNOG00000021526	ENSRNOT00000022820	ENSRNOP00000022820
ENSMUSG00000036249	ENSMUST00000102767	ENSMUSP00000099828	ENSRNOG00000004673	ENSRNOT00000006172	ENSRNOP00000006172
ENSMUSG00000072845	ENSMUST00000101073	ENSMUSP00000098634	ENSRNOG00000046764	ENSRNOT00000075414	ENSRNOP00000064369
ENSMUSG00000067889	ENSMUST00000008991	ENSMUSP00000008991	ENSRNOG00000058842	ENSRNOT00000088288	ENSRNOP00000070189
ENSMUSG00000042717	ENSMUST00000045096	ENSMUSP00000049054	ENSRNOG00000059350	ENSRNOT00000085596	ENSRNOP00000071537
ENSMUSG00000028268	ENSMUST00000029935	ENSMUSP00000029935	ENSRNOG00000028768	ENSRNOT00000022648	ENSRNOP00000022648
ENSMUSG00000022175	ENSMUST00000022782	ENSMUSP00000022782	ENSRNOG00000011592	ENSRNOT00000015468	ENSRNOP00000015468
ENSMUSG00000014606	ENSMUST00000014750	ENSMUSP00000014750	ENSRNOG00000003815	ENSRNOT00000005144	ENSRNOP00000005144
ENSMUSG00000031647	ENSMUST00000160719	ENSMUSP00000125139	ENSRNOG00000011775	ENSRNOT00000015759	ENSRNOP00000015759
ENSMUSG00000029676	ENSMUST00000115330	ENSMUSP00000110986	ENSRNOG00000019986	ENSRNOT00000079130	ENSRNOP00000070115
ENSMUSG00000012819	ENSMUST00000105461	ENSMUSP00000101101	ENSRNOG00000033087	ENSRNOT00000048029	ENSRNOP00000048338
ENSMUSG00000036995	ENSMUST00000047526	ENSMUSP00000041899	ENSRNOG00000049714	ENSRNOT00000072864	ENSRNOP00000064660
ENSMUSG00000032549	ENSMUST00000035155	ENSMUSP00000035155	ENSRNOG00000009198	ENSRNOT00000081952	ENSRNOP00000068600
ENSMUSG00000055385	ENSMUST00000212176	ENSMUSP00000148512	ENSRNOG00000059010	ENSRNOT00000085898	ENSRNOP00000070745
ENSMUSG00000018076	ENSMUST00000100816	ENSMUSP00000098379	ENSRNOG00000001120	ENSRNOT00000081780	ENSRNOP00000070275
ENSMUSG00000092586	ENSMUST00000173207	ENSMUSP00000134194	ENSRNOG00000000843	ENSRNOT00000001119	ENSRNOP00000001119
ENSMUSG00000053773	ENSMUST00000066387	ENSMUSP00000067662	ENSRNOG00000025767	ENSRNOT00000032076	ENSRNOP00000033991
ENSMUSG00000005362	ENSMUST00000013882	ENSMUSP00000013882	ENSRNOG00000006534	ENSRNOT00000008873	ENSRNOP00000008873
ENSMUSG00000049321	ENSMUST00000109128	ENSMUSP00000104756	ENSRNOG00000030750	ENSRNOT00000040346	ENSRNOP00000041481
ENSMUSG00000044927	ENSMUST00000056403	ENSMUSP00000060761	ENSRNOG00000027722	ENSRNOT00000033687	ENSRNOP00000032882
ENSMUSG00000035539	ENSMUST00000178561	ENSMUSP00000136714	ENSRNOG00000010412	ENSRNOT00000013930	ENSRNOP00000013930
ENSMUSG00000079477	ENSMUST00000113597	ENSMUSP00000109227	ENSRNOG00000012247	ENSRNOT00000016432	ENSRNOP00000016432
