Gene stable ID	Transcript stable ID	Protein stable ID	Gene name	Transcript count	Rat gene stable ID	Rat protein or transcript stable ID	Rat homology type	%id. target Rat gene identical to query gene	%id. query gene identical to target Rat gene	Rat Gene-order conservation score	Rat Whole-genome alignment coverage	dN with Rat	dS with Rat	Rat orthology confidence [0 low, 1 high]	Mouse chrome	Mouse start	Mouse end	Mouse length	Rat chrome	Rat start	Rat end	Rat length
ENSMUSG00000029130	ENSMUST00000001247	ENSMUSP00000001247	Rnf32	12	ENSRNOG00000005691	ENSRNOP00000043844	ortholog_one2one	89.6739	89.6739	50	100.00	0.0566	0.1739	1	5	29195997	29225522	29525	4	2053712	2111610	57898
ENSMUSG00000022744	ENSMUST00000023426	ENSMUSP00000023426	Cldnd1	6	ENSRNOG00000001657	ENSRNOP00000002260	ortholog_one2one	94.4664	94.4664	100	100.00	0.0273	0.4691	1	16	58727910	58734251	6341	11	43986386	43992598	6212
ENSMUSG00000030335	ENSMUST00000032485	ENSMUSP00000032485	Mrpl51	3	ENSRNOG00000019165	ENSRNOP00000025970	ortholog_one2one	91.4062	91.4062	100	100.00	0.0505	0.1504	1	6	125192165	125196269	4104	4	157705790	157708748	2958
ENSMUSG00000068290	ENSMUST00000089559	ENSMUSP00000086988	Ddrgk1	6	ENSRNOG00000021232	ENSRNOP00000036810	ortholog_one2one	94.6032	87.9056	100	100.00	0.0268	0.13	1	2	130653960	130664659	10699	3	123195580	123206828	11248
ENSMUSG00000020634	ENSMUST00000020962	ENSMUSP00000020962	Ubxn2a	3	ENSRNOG00000004950	ENSRNOP00000006668	ortholog_one2one	95.7364	95.7364	50	100.00	0.0226	0.067	1	12	4879032	4907705	28673	6	28973025	28994519	21494
ENSMUSG00000057454	ENSMUST00000080718	ENSMUSP00000079543	Lypd3	1	ENSRNOG00000019999	ENSRNOP00000027100	ortholog_one2one	88.1543	90.9091	75	100.00	0.0444	0.1655	1	7	24636550	24641118	4568	1	81499821	81504318	4497
ENSMUSG00000031274	ENSMUST00000112931	ENSMUSP00000108553	Col4a5	4	ENSRNOG00000018951	ENSRNOP00000058823	ortholog_one2one	96.5109	96.5109	100	100.00	0.0183	0.1164	1	X	141475385	141689234	213849	X	112769645	112983685	214040
ENSMUSG00000019851	ENSMUST00000019998	ENSMUSP00000019998	Perp	1	ENSRNOG00000011994	ENSRNOP00000016037	ortholog_one2one	96.8912	96.8912	100	100.00	0.0175	0.3795	1	10	18845020	18857073	12053	1	14224393	14236846	12453
ENSMUSG00000046897	ENSMUST00000118729	ENSMUSP00000112985	Zfp740	12	ENSRNOG00000012192	ENSRNOP00000016240	ortholog_one2one	98.3333	86.3415	100	100.00	0.0071	0.1258	1	15	102203648	102215605	11957	7	143810892	143820365	9473
ENSMUSG00000026427	ENSMUST00000131855	ENSMUSP00000137678	Eif2d	8	ENSRNOG00000004910	ENSRNOP00000006768	ortholog_one2one	93.1579	93.1579	100	100.00	0.0355	0.1423	1	1	131153181	131187658	34477	13	47935163	47954090	18927
ENSMUSG00000027398	ENSMUST00000028881	ENSMUSP00000028881	Il1b	3	ENSRNOG00000004649	ENSRNOP00000006308	ortholog_one2one	87.3606	87.6866	100	100.00	0.0632	0.1478	1	2	129364570	129371139	6569	3	121876263	121882726	6463
ENSMUSG00000005610	ENSMUST00000162415	ENSMUSP00000124551	Eif4g2	14	ENSRNOG00000017158	ENSRNOP00000062967	ortholog_one2one	99.8896	99.8896	100	100.00	0.0005	0.0285	1	7	111067750	111083030	15280	1	175883363	175895510	12147
ENSMUSG00000115987	ENSMUST00000229545		Vps28	5	ENSRNOG00000014633	ENSRNOP00000019707	ortholog_one2one	99.5475	99.5475	100	100.00	0.002	0.2732	1	15	76622087	76626069	3982	7	117684339	117688187	3848
ENSMUSG00000038370	ENSMUST00000111332	ENSMUSP00000106964	Pcp4l1	1	ENSRNOG00000003209	ENSRNOP00000004347	ortholog_one2one	97.0588	97.0588	100	100.00	0.0136	0.1901	1	1	171173262	171196268	23006	13	89542378	89565813	23435
ENSMUSG00000031996	ENSMUST00000079758	ENSMUSP00000078694	Aplp2	10	ENSRNOG00000047179	ENSRNOP00000067077	ortholog_one2one	92.6764	96.9359	100	99.15	0.0121	0.2323	1	9	31149557	31211793	62236	8	32299770	32328819	29049
ENSMUSG00000026235	ENSMUST00000027451	ENSMUSP00000027451	Epha4	7	ENSRNOG00000013213	ENSRNOP00000051316	ortholog_one2one	99.6957	99.6957	100	100.00	0.0014	0.1622	1	1	77367185	77515088	147903	9	83111222	83253458	142236
ENSMUSG00000075221	ENSMUST00000213749	ENSMUSP00000150680	Olfr992	4	ENSRNOG00000029640	ENSRNOP00000051044	ortholog_one2one	95.7929	95.7929	100	100.00	0.0239	0.2099	1	2	85398828	85409469	10641	3	72768983	72769912	929
ENSMUSG00000051920	ENSMUST00000226810	ENSMUSP00000154600	Rspo2	3	ENSRNOG00000037687	ENSRNOP00000069239	ortholog_one2one	98.7654	96	100	100.00	0.0057	0.1297	1	15	43020794	43170826	150032	7	81924630	82059789	135159
ENSMUSG00000046709	ENSMUST00000170792	ENSMUSP00000127193	Mapk10	13	ENSRNOG00000002079	ENSRNOP00000075846	ortholog_one2one	91.8103	100	100	100.00	0	0	1	5	102907948	103211334	303386	14	8080565	8367771	287206
ENSMUSG00000039860	ENSMUST00000144211	ENSMUSP00000115695	Srrm3	6	ENSRNOG00000001439	ENSRNOP00000001957	ortholog_one2one	96.7593	96.7593	100	100.00	0.0143	0.2104	1	5	135818106	135874772	56666	12	23855400	23925741	70341
ENSMUSG00000059323	ENSMUST00000168185	ENSMUSP00000129597	Tonsl	8	ENSRNOG00000014703	ENSRNOP00000019754	ortholog_one2one	90.8291	90.5633	100	100.00	0.0483	0.2294	1	15	76626238	76639958	13720	7	117688397	117703094	14697
ENSMUSG00000044770	ENSMUST00000063063	ENSMUSP00000053157	Scml4	9	ENSRNOG00000026110	ENSRNOP00000072278	ortholog_one2one	95.5882	94.2029	100	100.00	0.021	0.3052	1	10	42860370	42960780	100410	20	47596575	47686862	90287
ENSMUSG00000034685	ENSMUST00000049057	ENSMUSP00000038486	Fam171a2	3	ENSRNOG00000021041	ENSRNOP00000028563	ortholog_one2one	98.5401	98.5401	100	100.00	0.0066	0.1579	1	11	102436981	102447682	10701	10	90383813	90393317	9504
ENSMUSG00000051439	ENSMUST00000061829	ENSMUSP00000056669	Cd14	2	ENSRNOG00000017819	ENSRNOP00000023977	ortholog_one2one	82.5137	81.1828	100	100.00	0.1051	0.1694	1	18	36725067	36726798	1731	18	29560365	29562153	1788
ENSMUSG00000075219	ENSMUST00000215758		Olfr994	4	ENSRNOG00000034115	ENSRNOP00000050233	ortholog_one2one	94.586	94.586	100	100.00	0.0294	0.2037	1	2	85429380	85436451	7071	3	72807481	72808425	944
ENSMUSG00000060568	ENSMUST00000165874	ENSMUSP00000131620	Fam78b	6	ENSRNOG00000051941	ENSRNOP00000070036	ortholog_one2one	96.5517	96.9231	100	94.38	0.0243	0.1889	1	1	167001417	167091302	89885	13	85110098	85231155	121057
ENSMUSG00000050370	ENSMUST00000050562	ENSMUSP00000049683	Ch25h	1	ENSRNOG00000019141	ENSRNOP00000025856	ortholog_one2one	86.9128	86.9128	100	100.00	0.0634	0.2723	1	19	34473778	34475164	1386	1	252807065	252808380	1315
ENSMUSG00000042148	ENSMUST00000049091	ENSMUSP00000040138	Cox10	2	ENSRNOG00000024972	ENSRNOP00000029439	ortholog_one2one	95.2596	95.4751	100	99.41	0.0216	0.1557	1	11	63962627	64079466	116839	10	50439782	50574539	134757
ENSMUSG00000075218	ENSMUST00000216933	ENSMUSP00000149952	Olfr995	2	ENSRNOG00000033543	ENSRNOP00000047049	ortholog_one2one	94.2857	94.2857	100	100.00	0.0274	0.1413	1	2	85437528	85443639	6111	3	72817896	72818843	947
ENSMUSG00000038403	ENSMUST00000049208	ENSMUSP00000046659	Hjv	1	ENSRNOG00000021200	ENSRNOP00000028781	ortholog_one2one	95	94.5498	50	100.00	0.0262	0.153	1	3	96525172	96529210	4038	2	198655437	198659317	3880
ENSMUSG00000024222	ENSMUST00000114792	ENSMUSP00000110440	Fkbp5	15	ENSRNOG00000022523	ENSRNOP00000034024	ortholog_one2one	91.2281	91.2281	75	100.00	0.0465	0.4108	1	17	28399097	28517524	118427	20	7976713	8019020	42307
ENSMUSG00000004356	ENSMUST00000004470	ENSMUSP00000004470	Utp20	7	ENSRNOG00000005823	ENSRNOP00000008317	ortholog_one2one	94.4783	94.5122	100	100.00	0.0286	0.2164	1	10	88746607	88826804	80197	7	29296963	29378080	81117
ENSMUSG00000038393	ENSMUST00000074519	ENSMUSP00000102710	Txnip	6	ENSRNOG00000021201	ENSRNOP00000028793	ortholog_one2one	97.9849	98.731	100	100.00	0.006	0.1995	1	3	96557957	96561883	3926	2	198683159	198686974	3815
ENSMUSG00000038668	ENSMUST00000107574	ENSMUSP00000103200	Lpar1	8	ENSRNOG00000013656	ENSRNOP00000043652	ortholog_one2one	100	100	100	100.00	0	0	1	4	58435255	58553628	118373	5	75557042	75676584	119542
ENSMUSG00000053291	ENSMUST00000093040	ENSMUSP00000090727	Rab4b	8	ENSRNOG00000001500	ENSRNOP00000002052	ortholog_one2one	100	100	100	100.00	0	0	1	7	27168424	27178896	10472	1	83979298	83990588	11290
ENSMUSG00000046493	ENSMUST00000058991	ENSMUSP00000054355	Olfr1352	2	ENSRNOG00000054107	ENSRNOP00000074563	ortholog_one2one	94.1748	94.1748	100	100.00	0.0317	0.1924	1	10	78981050	78987903	6853	7	13460476	13461405	929
ENSMUSG00000032038	ENSMUST00000034537	ENSMUSP00000034537	St3gal4	9	ENSRNOG00000009850	ENSRNOP00000013243	ortholog_one2one	97.5976	97.5976	100	100.00	0.0115	0.1897	1	9	35046576	35116873	70297	8	36264750	36314811	50061
ENSMUSG00000063216	ENSMUST00000216030	ENSMUSP00000149241	Olfr1351	2	ENSRNOG00000039448	ENSRNOP00000057200	ortholog_one2one	92.79	93.0818	100	100.00	0.0358	0.2117	1	10	79012472	79019645	7173	7	13424355	13425311	956
ENSMUSG00000024197	ENSMUST00000019726	ENSMUSP00000019726	Plin3	2	ENSRNOG00000048834	ENSRNOP00000066344	ortholog_one2one	87.4142	87.2146	100	100.00	0.0685	0.3449	1	17	56277476	56290511	13035	9	10773901	10781109	7208
ENSMUSG00000037905	ENSMUST00000049040	ENSMUSP00000037609	Bri3bp	2	ENSRNOG00000000979	ENSRNOP00000001295	ortholog_one2one	86.9565	86.9565	100	100.00	0.0595	0.4049	1	5	125441568	125460370	18802	12	36576020	36587839	11819
ENSMUSG00000075217	ENSMUST00000099923	ENSMUSP00000097507	Fads2b	1	ENSRNOG00000009399	ENSRNOP00000012568	ortholog_one2one	92.4025	92.4025	100	100.00	0.0363	0.1345	1	2	85483594	85519024	35430	3	72854475	72895740	41265
ENSMUSG00000027248	ENSMUST00000028683	ENSMUSP00000028683	Pdia3	4	ENSRNOG00000015018	ENSRNOP00000020478	ortholog_one2one	97.4257	96.4706	100	100.00	0.0117	0.1635	1	2	121413775	121438687	24912	3	113376983	113400707	23724
ENSMUSG00000018341	ENSMUST00000018485	ENSMUSP00000010605	Il12rb2	2	ENSRNOG00000007270	ENSRNOP00000009883	ortholog_one2one	88.9016	89.4131	100	100.00	0.0557	0.1655	1	6	67292018	67376188	84170	4	98052842	98141482	88640
ENSMUSG00000048170	ENSMUST00000057557	ENSMUSP00000062843	Mcmbp	5	ENSRNOG00000020394	ENSRNOP00000027644	ortholog_one2one	96.729	96.729	75	100.00	0.0171	0.2205	1	7	128696441	128740495	44054	1	200118228	200163106	44878
ENSMUSG00000052798	ENSMUST00000064848	ENSMUSP00000063590	Nup107	8	ENSRNOG00000006541	ENSRNOP00000009203	ortholog_one2one	96.1123	96.2162	100	100.00	0.018	0.2975	1	10	117750621	117792705	42084	7	60781729	60825242	43513
ENSMUSG00000073380	ENSMUST00000097303	ENSMUSP00000094906	Arrdc5	2	ENSRNOG00000047223	ENSRNOP00000064476	ortholog_one2one	94.7692	94.7692	100	100.00	0.0241	0.1908	1	17	56294111	56300286	6175	9	10760113	10766199	6086
ENSMUSG00000027605	ENSMUST00000065973	ENSMUSP00000068776	Acss2	10	ENSRNOG00000018755	ENSRNOP00000059987	ortholog_one2one	99.2867	99.2867	100	100.00	0.0033	0.1299	1	2	155518057	155585724	67667	3	151032952	151075856	42904
ENSMUSG00000006850	ENSMUST00000007046	ENSMUSP00000007046	Tmco6	6	ENSRNOG00000017718	ENSRNOP00000038714	ortholog_one2one	94.7368	94.7368	100	100.00	0.0307	0.1627	1	18	36735068	36742397	7329	18	29579145	29585740	6595
ENSMUSG00000021668	ENSMUST00000022172	ENSMUSP00000022172	Polk	11	ENSRNOG00000060626	ENSRNOP00000073092	ortholog_one2one	88.4977	88.4977	75	100.00	0.0596	0.2551	1	13	96480690	96542485	61795	2	27305728	27364906	59178
ENSMUSG00000074797	ENSMUST00000103193	ENSMUSP00000099482	Itpa	5	ENSRNOG00000021233	ENSRNOP00000028838	ortholog_one2one	94.4444	94.4444	100	100.00	0.028	0.2203	1	2	130667610	130681614	14004	3	123209608	123221269	11661
ENSMUSG00000015980	ENSMUST00000016124	ENSMUSP00000016124	Lrrc27	9	ENSRNOG00000017538	ENSRNOP00000023610	ortholog_one2one	81.4532	83.0409	100	100.00	0.0927	0.1541	1	7	139212988	139242979	29991	1	211544157	211575820	31663
ENSMUSG00000067149	ENSMUST00000087033	ENSMUSP00000084259	Jchain	2	ENSRNOG00000003666	ENSRNOP00000004866	ortholog_one2one	91.195	91.195	100	100.00	0.0472	0.1226	1	5	88520512	88527891	7379	14	21177237	21183542	6305
ENSMUSG00000111454	ENSMUST00000215083	ENSMUSP00000150713	Olfr998	2	ENSRNOG00000046122	ENSRNOP00000065289	ortholog_one2one	93.3121	93.3121	100	100.00	0.0344	0.1925	1	2	85588948	85591893	2945	3	73003106	73004140	1034
ENSMUSG00000036371	ENSMUST00000204810		Serbp1	16	ENSRNOG00000005890	ENSRNOP00000009503	ortholog_one2one	95.5774	99.2347	100	100.00	0.0034	0.1054	1	6	67238176	67271272	33096	4	98027554	98044566	17012
ENSMUSG00000031594	ENSMUST00000034003	ENSMUSP00000034003	Fgl1	2	ENSRNOG00000010714	ENSRNOP00000073912	ortholog_one2one	88.8535	88.8535	100	100.00	0.0661	0.2485	1	8	41191434	41215156	23722	16	54153054	54188181	35127
ENSMUSG00000060205	ENSMUST00000203906	ENSMUSP00000144814	Olfr57	2	ENSRNOG00000039449	ENSRNOP00000057201	ortholog_one2one	92.79	92.79	75	100.00	0.0374	0.1284	1	10	79028741	79036274	7533	7	13403899	13404858	959
ENSMUSG00000027002	ENSMUST00000111760	ENSMUSP00000107390	Nckap1	5	ENSRNOG00000007518	ENSRNOP00000059233	ortholog_one2one	93.3862	96.8893	100	98.88	0.0215	0.2467	1	2	80500518	80581380	80862	3	67725947	67787990	62043
ENSMUSG00000000392	ENSMUST00000102732	ENSMUSP00000099793	Fap	9	ENSRNOG00000005679	ENSRNOP00000008148	ortholog_one2one	96.5834	96.7105	100	99.99	0.0171	0.2058	1	2	62500943	62574075	73132	3	48467781	48535909	68128
ENSMUSG00000027430	ENSMUST00000028917	ENSMUSP00000028917	Dtd1	5	ENSRNOG00000008746	ENSRNOP00000012510	ortholog_one2one	98.5646	98.5646	100	100.00	0.0063	0.17	1	2	144599897	144768758	168861	3	138770574	138931549	160975
ENSMUSG00000079055	ENSMUST00000085238	ENSMUSP00000082334	Slc8a3	5	ENSRNOG00000029871	ENSRNOP00000041987	ortholog_one2one	95.5819	95.685	75	100.00	0.0242	0.1769	1	12	81197915	81333164	135249	6	104891376	105097054	205678
ENSMUSG00000071226	ENSMUST00000112686	ENSMUSP00000108306	Cecr2	8	ENSRNOG00000011566	ENSRNOP00000015499	ortholog_one2one	94.6667	93.8761	100	100.00	0.0267	0.1319	1	6	120666421	120771190	104769	4	153217782	153322564	104782
ENSMUSG00000052299	ENSMUST00000039449	ENSMUSP00000038775	Ltn1	2	ENSRNOG00000001602	ENSRNOP00000002180	ortholog_one2one	93.4352	91.8242	100	100.00	0.0343	0.2302	1	16	87376651	87432612	55961	11	27022986	27080701	57715
ENSMUSG00000022144	ENSMUST00000022744	ENSMUSP00000022744	Gdnf	1	ENSRNOG00000012819	ENSRNOP00000044012	ortholog_one2one	86.6667	98.5782	100	100.00	0.0069	0.0954	1	15	7810846	7837575	26729	2	56887987	56910238	22251
ENSMUSG00000050217	ENSMUST00000062560	ENSMUSP00000059871	Lgsn	2	ENSRNOG00000012205	ENSRNOP00000016316	ortholog_one2one	92.7176	93.0481	50	100.00	0.0358	0.1898	1	1	31176401	31204725	28324	9	37462693	37490108	27415
ENSMUSG00000033882	ENSMUST00000048647	ENSMUSP00000045511	Rbm46	3	ENSRNOG00000025823	ENSRNOP00000031755	ortholog_one2one	98.6867	98.6867	100	100.00	0.0057	0.1607	1	3	82837228	82876483	39255	2	181831244	181874223	42979
ENSMUSG00000015981	ENSMUST00000165870	ENSMUSP00000126638	Stk32c	2	ENSRNOG00000006962	ENSRNOP00000009178	ortholog_one2one	98.7705	98.7705	100	100.00	0.0062	0.1994	1	7	139103638	139213307	109669	1	211440335	211520699	80364
ENSMUSG00000032040	ENSMUST00000034539	ENSMUSP00000034539	Dcps	3	ENSRNOG00000009993	ENSRNOP00000013763	ortholog_one2one	96.4497	97.3134	100	100.00	0.0114	0.1804	1	9	35124408	35176061	51653	8	36321993	36374673	52680
ENSMUSG00000004654	ENSMUST00000063578	ENSMUSP00000068120	Ghrhr	3	ENSRNOG00000011808	ENSRNOP00000016087	ortholog_one2one	92.9078	84.6983	100	100.00	0.035	0.1884	1	6	55376343	55388530	12187	4	85588711	85601335	12624
ENSMUSG00000001729	ENSMUST00000001780	ENSMUSP00000001780	Akt1	9	ENSRNOG00000028629	ENSRNOP00000038369	ortholog_one2one	99.375	99.375	100	100.00	0.0026	0.2325	1	12	112653821	112674276	20455	6	137218376	137236258	17882
ENSMUSG00000037847	ENSMUST00000237347	ENSMUSP00000158342	Nmrk1	6	ENSRNOG00000012665	ENSRNOP00000016930	ortholog_one2one	97.9487	97.9487	75	100.00	0.0096	0.2264	1	19	18631950	18652428	20478	1	234721974	234749447	27473
ENSMUSG00000046159	ENSMUST00000187510	ENSMUSP00000140131	Chrm3	4	ENSRNOG00000049410	ENSRNOP00000067435	ortholog_one2one	96.944	96.944	100	100.00	0.0156	0.2334	1	13	9875486	10360844	485358	17	63990599	63994169	3570
ENSMUSG00000037552	ENSMUST00000128015		Plekhg2	10	ENSRNOG00000030266	ENSRNOP00000076211	ortholog_one2one	89.9329	89.7321	100	100.00	0.0554	0.1792	1	7	28359605	28372577	12972	1	85386470	85399648	13178
ENSMUSG00000045671	ENSMUST00000093299	ENSMUSP00000090988	Spred2	3	ENSRNOG00000004888	ENSRNOP00000071793	ortholog_one2one	96.3415	92.9412	100	100.00	0.0165	0.2319	1	11	19924375	20024026	99651	14	104250617	104290456	39839
ENSMUSG00000006906	ENSMUST00000068054	ENSMUSP00000070876	Stambp	7	ENSRNOG00000012227	ENSRNOP00000069824	ortholog_one2one	97.6415	97.6415	100	100.00	0.0123	0.1956	1	6	83543224	83572729	29505	4	115249352	115275068	25716
ENSMUSG00000044566	ENSMUST00000074969	ENSMUSP00000074499	Cage1	4	ENSRNOG00000024111	ENSRNOP00000030214	ortholog_one2one	84.4523	84.6517	100	100.00	0.0825	0.2497	1	13	38006054	38036937	30883	17	27452638	27490851	38213
ENSMUSG00000005674	ENSMUST00000005817	ENSMUSP00000005817	Tomm40l	8	ENSRNOG00000003398	ENSRNOP00000004641	ortholog_one2one	99.3506	99.3506	100	100.00	0.0032	0.0983	1	1	171216011	171222514	6503	13	89591718	89594738	3020
ENSMUSG00000037060	ENSMUST00000047040	ENSMUSP00000044979	Cavin3	1	ENSRNOG00000017914	ENSRNOP00000024119	ortholog_one2one	93.4615	92.3954	100	100.00	0.0335	0.2126	1	7	105480083	105482300	2217	1	170317113	170318935	1822
ENSMUSG00000027431	ENSMUST00000028918	ENSMUSP00000028918	Scp2d1	1	ENSRNOG00000009461	ENSRNOP00000012524	ortholog_one2one	91.6667	91.6667	100	100.00	0.038	0.1067	1	2	144823656	144824415	759	3	138974871	138975621	750
ENSMUSG00000035376	ENSMUST00000061156	ENSMUSP00000060462	Hacd2	3	ENSRNOG00000038761	ENSRNOP00000003013	ortholog_one2one	96.8504	96.8504	100	98.27	0.0152	0.0805	1	16	35022428	35109177	86749	11	68894445	68989988	95543
ENSMUSG00000037049	ENSMUST00000046983	ENSMUSP00000042187	Smpd1	3	ENSRNOG00000017977	ENSRNOP00000024224	ortholog_one2one	95.8533	95.8533	100	100.00	0.0198	0.1757	1	7	105554360	105558389	4029	1	170383682	170387524	3842
ENSMUSG00000035355	ENSMUST00000107363	ENSMUSP00000102986	Kcnh4	2	ENSRNOG00000018790	ENSRNOP00000025518	ortholog_one2one	96.9548	97.1457	100	100.00	0.0139	0.1792	1	11	100740382	100759942	19560	10	88647575	88667345	19770
ENSMUSG00000015484	ENSMUST00000015628	ENSMUSP00000015628	Fam163a	1	ENSRNOG00000024825	ENSRNOP00000037775	ortholog_one2one	93.4524	93.4524	100	100.00	0.0311	0.0554	1	1	156075966	156205026	129060	13	73741679	73819896	78217
ENSMUSG00000037971	ENSMUST00000176894		1110032A03Rik	9	ENSRNOG00000030962	ENSRNOP00000062225	ortholog_one2one	82.967	84.3575	100	100.00	0.0929	0.3036	1	9	50763727	50775520	11793	8	55191085	55194692	3607
ENSMUSG00000021428	ENSMUST00000021866	ENSMUSP00000021866	Riok1	14	ENSRNOG00000014049	ENSRNOP00000018936	ortholog_one2one	91.5344	91.6961	100	100.00	0.0454	0.1368	1	13	38036995	38061433	24438	17	27429937	27452314	22377
ENSMUSG00000031562	ENSMUST00000174379	ENSMUSP00000134195	Dctd	7	ENSRNOG00000013215	ENSRNOP00000017670	ortholog_one2one	99.4565	99.4565	75	100.00	0.0025	0.3058	1	8	48110211	48153233	43022	16	47177145	47208110	30965
ENSMUSG00000039728	ENSMUST00000056442	ENSMUSP00000058699	Slc6a5	4	ENSRNOG00000031662	ENSRNOP00000043665	ortholog_one2one	98.1037	97.1214	100	100.00	0.0087	0.165	1	7	49910146	49963856	53710	1	105284753	105336363	51610
ENSMUSG00000024620	ENSMUST00000025522	ENSMUSP00000025522	Pdgfrb	2	ENSRNOG00000018461	ENSRNOP00000060534	ortholog_one2one	96.5423	96.7183	100	100.00	0.0155	0.2233	1	18	61045150	61085061	39911	18	56364620	56406343	41723
ENSMUSG00000027610	ENSMUST00000079691	ENSMUSP00000078630	Gss	9	ENSRNOG00000018964	ENSRNOP00000025657	ortholog_one2one	95.9916	95.9916	100	100.00	0.0187	0.1737	1	2	155563181	155592810	29629	3	151076254	151106557	30303
ENSMUSG00000022836	ENSMUST00000023538	ENSMUSP00000023538	Mylk	8	ENSRNOG00000002215	ENSRNOP00000062274	ortholog_one2one	92.8718	92.3508	100	100.00	0.0358	0.21	1	16	34784921	35002420	217499	11	69013060	69223158	210098
ENSMUSG00000041079	ENSMUST00000039101	ENSMUSP00000049168	Rwdd2b	3	ENSRNOG00000001599	ENSRNOP00000039159	ortholog_one2one	90.6897	90.6897	100	100.00	0.0487	0.2076	1	16	87433407	87440573	7166	11	27085711	27094364	8653
ENSMUSG00000032387	ENSMUST00000169003	ENSMUSP00000131076	Rbpms2	6	ENSRNOG00000015896	ENSRNOP00000070734	ortholog_one2one	96.6019	94.7619	100	100.00	0.0143	0.171	1	9	65629648	65660528	30880	8	71168097	71200536	32439
ENSMUSG00000074886	ENSMUST00000224653	ENSMUSP00000153623	Grk6	7	ENSRNOG00000014615	ENSRNOP00000073781	ortholog_one2one	98.9813	98.9813	100	100.00	0.0047	0.2018	1	13	55445072	55460922	15850	17	9703453	9721574	18121
ENSMUSG00000025330	ENSMUST00000026381	ENSMUSP00000026381	Padi4	4	ENSRNOG00000006855	ENSRNOP00000009081	ortholog_one2one	89.1892	89.1892	100	100.00	0.0535	0.3261	1	4	140745865	140774236	28371	5	159260675	159293673	32998
ENSMUSG00000002489	ENSMUST00000114124	ENSMUSP00000109759	Tiam1	15	ENSRNOG00000021569	ENSRNOP00000044001	ortholog_one2one	96.4174	96.478	100	100.00	0.0221	0.2529	1	16	89787111	90143769	356658	11	29933163	30051103	117940
ENSMUSG00000038827	ENSMUST00000045368	ENSMUSP00000047275	Abitram	4	ENSRNOG00000010532	ENSRNOP00000014053	ortholog_one2one	89.6373	89.6373	100	100.00	0.0555	0.1613	1	4	56802349	56809601	7252	5	73552983	73556987	4004
ENSMUSG00000024781	ENSMUST00000178114	ENSMUSP00000136967	Lipa	6	ENSRNOG00000019077	ENSRNOP00000074398	ortholog_one2one	85.3904	85.3904	100	100.00	0.0764	0.2349	1	19	34492318	34527474	35156	1	252816527	252849904	33377
ENSMUSG00000063873	ENSMUST00000110007	ENSMUSP00000105634	Slc24a3	5	ENSRNOG00000060687	ENSRNOP00000071351	ortholog_one2one	88.0672	99.6198	100	96.65	0.0017	0.1788	1	2	145167754	145642166	474412	3	139695028	139833967	138939
ENSMUSG00000005677	ENSMUST00000155126	ENSMUSP00000137683	Nr1i3	8	ENSRNOG00000003260	ENSRNOP00000048836	ortholog_one2one	82.4022	93.3544	100	100.00	0.0337	0.2542	1	1	171213986	171220701	6715	13	89586336	89591277	4941
ENSMUSG00000027765	ENSMUST00000193201	ENSMUSP00000142006	P2ry1	3	ENSRNOG00000014232	ENSRNOP00000019304	ortholog_one2one	97.0509	97.0509	75	100.00	0.0138	0.1677	1	3	61002795	61008982	6187	2	151314818	151320319	5501
ENSMUSG00000028431	ENSMUST00000030140	ENSMUSP00000030140	Elp1	6	ENSRNOG00000016725	ENSRNOP00000022836	ortholog_one2one	91.1478	91.2848	100	100.00	0.046	0.1572	1	4	56749680	56802331	52651	5	73503407	73552798	49391
ENSMUSG00000004951	ENSMUST00000005077	ENSMUSP00000005077	Hspb1	2	ENSRNOG00000023546	ENSRNOP00000032902	ortholog_one2one	97.6077	99.0291	100	100.00	0.0044	0.2833	1	5	135887919	135889563	1644	12	23839399	23841049	1650
ENSMUSG00000022521	ENSMUST00000023165	ENSMUSP00000023165	Crebbp	8	ENSRNOG00000005330	ENSRNOP00000007079	ortholog_one2one	98.8529	98.7316	100	100.00	0.0056	0.0969	1	16	4081328	4213997	132669	10	11595044	11721039	125995
ENSMUSG00000028032	ENSMUST00000029666	ENSMUSP00000029666	Papss1	6	ENSRNOG00000011311	ENSRNOP00000071489	ortholog_one2one	95.3526	95.5056	100	100.00	0.0259	0.3219	1	3	131564768	131643671	78903	2	236605758	236680206	74448
ENSMUSG00000067873	ENSMUST00000088652	ENSMUSP00000086027	Htatsf1	3	ENSRNOG00000027761	ENSRNOP00000061583	ortholog_one2one	90.8851	88.6598	100	100.00	0.0493	0.1893	1	X	57053615	57067183	13568	X	159513800	159528281	14481
ENSMUSG00000037572	ENSMUST00000111792	ENSMUSP00000107422	Wdhd1	6	ENSRNOG00000011167	ENSRNOP00000015100	ortholog_one2one	91.4132	91.4951	100	100.00	0.0422	0.2513	1	14	47240944	47276857	35913	15	24021674	24056073	34399
ENSMUSG00000051391	ENSMUST00000055808	ENSMUSP00000051223	Ywhag	5	ENSRNOG00000001436	ENSRNOP00000069671	ortholog_one2one	100	100	100	100.00	0	0	1	5	135908409	135934599	26190	12	23789675	23817865	28190
ENSMUSG00000051335	ENSMUST00000055341	ENSMUSP00000062662	Gfod1	2	ENSRNOG00000014007	ENSRNOP00000018739	ortholog_one2one	99.7436	99.7436	100	100.00	0.0011	0.207	1	13	43195245	43304172	108927	17	23823632	23923792	100160
